Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Suhartini, Titin; Sadik, Kusman; Indahwati, Indahwati; ",Proporsi Kemiskinan di Kabupaten Bogor,Sosio Informa,,,,,"Social Welfare Research and Development Agency, Indonesian Ministry of Social Affairs"
"Diapari, D; Bintoro, H MH; Jachja, J; Notodiputro, KA; Saeni, MS; ",Kejadian Hujan Asam di Kabupaten Bogor dan Retensi Timbal pada Domba Lokal yang Diberi Ransum Berkadar Timbal Tinggi,Media Peternakan,31,3,,2010,
"Sadik, Kusman; ","There have been two main topics developed by statisticians in a survey, ie sampling techniques and estimation methods. The current issues in estimation methods related to estimation of a particular domain having small size of samples or, in more extreme cases, there is no sample available for direct estimation. Sample survey data provide effective reliable estimators of totals and means for large area and domains. But it is recognized that the usual direct survey estimator performing statistics for a small area, have unacceptably large standard errors, due to the circumstance of small sample size in the area. The most commonly used models for this case, usually in small area estimation, are based on generalized linear mixed models. Some time happened that some surveys are carried out periodically so that the estimation could be improved by incorporating both the area and time random effects. In this paper we propose a state space model which accounts for the two random effects and is based on two equation, namely transition equation and measurement equation. Based on a evaluation criterion, the proposed hierarchical Bayes estimator turns out to be superior to both estimated best linear unbiased prediction (BLUP) and the direct survey estimator. The posterior variances which measure accuracy of the hierarchical Bayes estimates are always smaller than the corresponding variances of the BLUP and the direct survey estimates.",FORUM STATISTIKA DAN KOMPUTASI,14,2,,2012,
"Kurnia, Anang; ",Prediksi Terbaik Empirik untuk Model Transformasi Logaritma di dalam Pendugaan Area Kecil dengan Penerapan pada Data Susenas,,,,,2009,IPB (Bogor Agricultural University)
"Sunandi, E; Notodiputro, KA; Djuraidah, A; ",Model Spasial Bayes dalam Pendugaan Area Kecil dengan Peubah Respon Biner (kasus: pendugaan proporsi keluarga miskin Di kabupaten jember jawa timur)[tesis],"Bogor: Program Pascasarjana, Institut Pertanian Bogor",,,,2011,
"Kurnia, Anang; Notodiputro, Khairil Anwar; ",Penerapan Metode Jackknife dalam Pendugaan Area Kecil,Forum Statistika dan Komputasi,11,1,,2012,
"Sadik, Kusman; ",The Review of Gneralized Space Time autoregressive Model (Case of Forest Fire Hotspots Data in Riau),,,,,2011,
"Sadik, Kusman; Notodiputro, Khairil Anwar; ",A state space model in small area estimation,,,,,2007,IPB (Bogor Agricultural University)
"Wijayanto, Hari; Kurnia, Anang; Widayanty, Ina; ",KAJIAN METODE THURSTONE DALAM PENENTUAN ASPEK PENTING PADA SISTEM TRANSAKSI NON TUNAI,FORUM STATISTIKA DAN KOMPUTASI,12,2,,2012,
"KURNIA, Antris; Maliya, Arina; Kep, S; Purwanti, Okti Sri; S Kep, Ns; ",Hubungan Tingkat Pengetahuan Dan Sikap Ibu Dalam Merawat Bayi Baru Lahir Dengan Pemilihan Dukun Bayi Di Desa Kecapi Kabupaten Jepara,,,,,2013,Universitas Muhammadiyah Surakarta
"Saefuddin, Asep; Kurnia, Anang; Kusumaningrum, Dian; ",Analyzing The Consumer’s Rice Price using Multiple Linear Regression and X-12 ARIMA,FORUM STATISTIKA DAN KOMPUTASI,9,2,,2012,
"Setyarini, Niken; Devie, Arisnia; Khoeroni, Irvan; Syaukani, Asroqi; Kurnia, Arkan; ",Penggunaan Biji Nangka untuk Bahan Baku Pembuatan Martabak Beton,,,,,2016,Universitas Sebelas Maret
"Kurnia, Anang; Notodiputro, Khairil A; ",PENDEKATAN GENERALIZED ADDITIVE MIXED MODELS DALAM PENDUGAAN PARAMETER PADA SMALL AREA ESTIMATION,Jurnal Sains MIPA Universitas Lampung,5,3,,2012,
"Nurhab, M Irpan; Kurnia, Anang; Sumertajaya, I Made; ",Circular Circular–Linear Regression Analysis of Order m in Circular Variable α and β against Linear Variable (Y),,,,,,
"Hanike, Yusrianti; Sadik, Kusman; Kurnia, Anang; ",Post-stratification sampling in small area estimation (SAE) model for unemployment rate estimation by Bayes approach,AIP Conference Proceedings,1707,1,080019,2016,AIP Publishing
"Sunandi, Etis; Notodiputro, Khairil A; Djuraidah, Anik; ",MODEL SPASIAL BAYES DALAM PENDUGAAN AREAKECIL DENGAN PEUBAH RESPON BINER,,,,,2014,
"Sunaryo, Sony; Notodiputro, Khairil Anwar; ",PENERAPAN METODE TRANSFORMASI WAVELET DISKRET UNTUKMENENTUKAN KANDUNGAN SENYAWA GINGEROL PADA TANAMAN JAHE,STATISTIKA: Journal of Theoretical Statistics and Its Applications,4,2,,2014,
"Kurnia, Antonius; ",Pengaruh pengeringan terhadap mutu nasi uduk instan,,,,,2012,
"Silvianti, Pika; Notodiputro, Khairil Anwar; Sumertajaya, I Made; ","Multi-locations trials play an important role in plant breeding and agronomic research. Study concerning genotype-environment interaction is needed in the selection of genotype to be released. AMMI (Additive Main Effect and Multiplicative Interaction) is one of the statistical techniques used to analyze data from multi-locations trials. The analysis of AMMI is a combination of analysis between additive main effect and principal component analysis. Multi-location sampling data which were collected several years on several planting season used these analyzed separately. To obtain more comprehensive information of multi-location sampling data, an analysis which combines all of the information through out the years are needed. One of the alternatives is the Bayesian approach. This method utilizes initial information on the estimated parameters and information from samples. The simulation states that prediction with Bayesian methods will produce a better estimator, because the MSE of the Bayesian estimator is smaller than the MSE estimator generated using least squares method.",Forum Statistika dan Komputasi,15,1,,2010,
"Rahardiantoro, Septian; Notodiputro, Khairil Anwar; Kurnia, Anang; ",Prediction Intervals of Model Averaging Methods for High–Dimensional Data,,,,,,
"Kurnia, Anih; ","PENGARUH INTERVENSI PROMOSI KESEHATAN TERHADAP PENGETAHUAN, SIKAP DAN PRKATEK PERILAKU HIDUP BERSIH DAN SEHAT PADA SISWA KELAS 4 DAN 5 SDN SILUMAN IV KOTA TASIKMLAYA 2014",Jurnal Kesehatan Bakti Tunas Husada,12,1,128-141,2015,
"Nurhadryani, Yani; Hutomo, Yudha Suryo; Kurnia, Anang; Anisa, Rahma; Ramadhan, Dean Apriana; ",KARAKTERISTIK DIGITAL NATIVE DAN DIGITAL IMMIGRANT MASYARAKAT BOGOR MENUJU E-GOVERNMENT,SESINDO 9,2017,,,2017,
"Kurnia, Ari; Saragi, Hendrawan H; ",Identifikasi Faktor Pemilihan Moda Busway oleh Masyarakat Kota Jakarta,Jurnal Penataan Ruang,1,2,,2017,
"Arnita, Arnita; Saefuddin, Asep; Notodiputro, Khairil Anwar; ",PRE-PROCESSING PADA DATA KALIBRASI RIMPANG JAHE UNTUK MENINGKATKAN KEBAIKANMODEL,STATISTIKA: Journal of Theoretical Statistics and Its Applications,4,2,,2014,
"Sadik, Kusman; ",Pemodelan Nilai Ekstrim Terampat untuk Proses Lingkungan (Studi Kasus pada Curah Hujan Harlan),,,,,1999,IPB
"Kurnia, Any; ",Optimasi waktu Distilasi uap dan identifikasi beberapa komponen dalam kulit jeruk Siam.,,,,,1998,FMIPA UNDIP
"Ubaidillah, A; Notodiputro, KA; Kurnia, A; Fitrianto, A; Mangku, IW; ",A robustness study of student-t distributions in regression models with application to infant birth weight data in Indonesia,IOP Conference Series: Earth and Environmental Science,58,1,012013,2017,IOP Publishing
"Wijayanto, Hari; Notodiputro, Khairil Anwar; Wagiono, Jajah K; ",Pendugaan Kurva Sensitivitas Harga Menggunakan Model Linear Terampat,,,,,1995,IPB (Bogor Agricultural University)
"Notodiputro, Khairil Anwar; Mattjik, Ahmad Ansori; ",Pemodelan Statistika Atas Dasar Sebaran T-Student,,,,,1996,IPB (Bogor Agricultural University)
"Kurnia, A; Muskita, WH; Astuti, O; Harahap, W; ",Evaluation of crab shell meal as dietary ingredient of black tiger shrimp Penaeus monodon juvenile.,Jurnal Akuakultur Indonesia,15,2,117-123,2016,"Asosiasi Sains Akuakultur Indonesia (Indonesian Society for Scientific Aquaculture, ISSA)"
"Suriadi, La; Kurnia, Agus; ",Pengaruh Jenis Pakan Segar terhadap Pertumbuhan Biomassa Calon Induk Lobster Batik (Panulirus Longipes),Media Akuatika: Jurnal Ilmiah Jurusan Budidaya Perairan,1,1,,2017,
"Ariana, Diwan Prima; Notodiputro, Khairil Anwar; Guritno, Purboyo; ",Pendugaan Fungsi Kepekatan Nonparametrik Kecepatan Terminal Fraksi Ampas Pres Minyak Sawit,,,,,1995,IPB (Bogor Agricultural University)
"Barnett, Glen; Crowe, Susan; Hudson, Malcolm; Leung, Pui-Lam; Notodiputro, Khairil; Proudfoot, Richard; Sims, John; ",The use of small scale prototypes in image reconstruction from projections,Journal of Applied Statistics,16,2,223-242,1989,Taylor & Francis
"Kurnia, Ana; ","Sifat Keterawetan dan Keawetan Kayu Durian, Limus, dan Duku terhadap Rayap Kayu Kering, Rayap Tanah, dan Jamur Pelapuk.",,,,,2009,IPB (Bogor Agricultural University)
"Notodiputro, Khairil Anwar; Purnaba, I Gusti Putu; ",PENDEKATAN KEKAR UNTUK MODEL BERSAMA (JOINT MODEL) ATAS DASAR SEBARAN t (A Robust Approach for Joint Model Based on t Distribution),FORUM STATISTIKA DAN KOMPUTASI,17,1,,2012,
"Wanishsakpong, Wandee; McNeil, Nittaya; Notodiputro, Khairil A; ",Trend and pattern classification of surface air temperature change in the Arctic region,Atmospheric Science Letters,17,7,378-383,2016,Wiley Online Library
"Notodiputro, Khairil Anwar; Heriawan, Rusman; ",Pengembangan Metode Pendugaan Area Kecil dan Penerapannya pada Data BPS,,,,,2007,IPB (Bogor Agricultural University)
"Chen, Jie; Hyde, Kevin D; Bahkali, Ali H; Zhao, Rui-Lin; Traiyasut, Prapun; Mookhploy, Wannapha; Kimura, Kiyoshi; Yoshiyama, Mikio; Chantawannakul, Kitiphong Khongphinitbunjongand Panuwan; Chairote, Em-on; ","Micropsalliota brunneosquamata, a New Species from Thailand",CHIANG MAI JOURNAL OF SCIENCE,43,4,689-694,2016,"CHIANG MAI UNIV FACULTY SCIENCE, CHIANG MAI, 50200, THAILAND"
"Safitri, Karin Amelia; Notodiputro, Khairil Anwar; Kurnia, Anang; ",MODELLING THE AVERAGE SCORES OF NATIONAL EXAMINATION IN WEST JAVA,"Proceeding of International Conference On Research, Implementation And Education Of Mathematics And Sciences 2015 (ICRIEMS 2015), Yogyakarta State University, 17-19 May 2015",,,,2015,Faculty of Mathematics and Sciences Yogyakarta State University
"Rahardiantoro, Septian; Kurnia, Anang; ",LAD-LASSO: SIMULATION STUDY OF ROBUST REGRESSION IN HIGH DIMENSIONAL DATA,Forum Statistika dan Komputasi,20,2,,2015,
"Sadik, Kusman; Notodiputro, Khairil Anwar; ",Pendekatan dynamic linear model atau State Space Model pada pendugaan area kecil (Small Area Estimation),,,,,2008,
"Boer, Rizaldi; Bey, Ahmad; Notodiputro, Khairil Anwar; Las, Irsal; ",Statistical Downscaling Luaran GCM dan Pemanfaatannya untuk Peramalan Produksi Padi,,,,,2008,IPB (Bogor Agricultural University)
"BOER, R; BEY, A; NOTODIPUTRO, K ANWAR; LAS, I; ","Forecasting Model of Rice Production Using Weighted Rainfall Index in Subang, Karawang, and Indramayu Regency",Jurnal Tanah dan Iklim (Indonesian Soil and Climate Journal),,32,,2012,
"Mattjik, Ahmad Ansori; Notodiputro, Khairil Anwar; ",PEMODELAN KALIBRASI PEUBAH GANDA DENGAN PENDEKATAN REGRESI SINYAL P-SPLINE,FORUM STATISTIKA DAN KOMPUTASI,14,2,,2009,
"Yuliyani, Leny; Kurnia, Anang; Indahwati; ",Winsorization on linear mixed model (Case study: National exam of senior high school in West Java),AIP Conference Proceedings,1827,1,020020,2017,AIP Publishing
"Salma, Admi; Sadik, Kusman; Notodiputro, Khairil Anwar; ",Small area estimation of per capita expenditures using robust empirical best linear unbiased prediction (REBLUP),AIP Conference Proceedings,1827,1,020027,2017,AIP Publishing
"Saefuddin, Asep; Kurnia, Anang; Jaya, Citra; ",Penerapan Metode Mivque dalam Pendugaan Sifat Genetik pada Produksi Susu Sapi,,,,,2003,IPB (Bogor Agricultural University)
"Notodiputro, Khairil Anwar; Kurnia, Anang; Sadik, Kusman; ",Statistical models for small area estimatoin,,,,,2008,Bogor Agricultural University
"Yuningsih, Lela Mukmilah; Mulyadi, Dikdik; Kurnia, A Jaka; ",Pengaruh Aktivasi Arang Aktif dari Tongkol Jagung dan Tempurung Kelapa Terhadap Luas Permukaan dan Daya Jerap Iodin,Jurnal Kimia VALENSI,2,1,30-34,2016,
"Kurnia, Anang; Wijayanto, Hari; Rysda, Rysda; ",Poling Dan Penerapannya Di Indonesia,FORUM STATISTIKA DAN KOMPUTASI,9,2,,2012,
"Setyono, Setyono; Sumertajaya, IM; Kurnia, A; Mattjik, AA; ","KERAGAAN REGRESI LS, LAD, DAN MLAD PADA DATA DELIVERY TIME (The Performance of LS, LAD, and MLAD Regression on Delivery Time Data)",JURNAL AGRONIDA,2,1,,2016,
"Wijayanto, Hari; Notodiputro, Khairil A; Wagiono, Jajah K; ",The Estimation of Price Sensitivity Curves Using Generalized Linear Models,Forum Pasca Sarjana,18,1,,1995,
"Siswantining, T; Saefuddin, A; Notodiputro, KA; Nuryartono, N; Mangku, IW; ",Adaptation of Hierarchical Bayes SAE to Spatial Satscan,,,,,,
"Notodiputro, Khairil Anwar; Kurnia, Anang; ",Metode Scan Statistic Model Binomial dengan Pendekatan Statistik Area Kecil,,,,,2009,
"KURNIA, Agus; SATOH, Shuichi; KUDO, Hiroaki; NAKADA, Makoto; MATSUMURA, Hiroaki; WATANABE, Yutaka; ADACHI, Syougo; ",Effect of marine bacteria (Paracoccus sp.) as an astaxanthin source in practical red sea bream culture,Program & Abstracts of the 14th International Symposium on Fish Nutrition & Feeding,,,,2010,
"Kurnia, Anang; Saefuddin, Asep; Sutisna, Entis; ",Overdispersi dalam Regresi Logistic,"Proc. of Seminar Nasional Statistika, Bogor",,,11-17,2002,
"Arisanti, R; Notodiputro, KA; Sadik, K; Lim, A; ",Bias Reduction in Estimating Variance Components of Phytoplankton Existence at Na Thap River Based on Logistics Linear Mixed Models,IOP Conference Series: Earth and Environmental Science,58,1,012014,2017,IOP Publishing
"Notodiputro, Khairil Anwar; ",Mixed Models in Practice,,,,,,
"Kurnia, Anang; ",Pendekatan Gee dan Quasi-Likelihood Dalam Generalized Linfar Mixed Model,,,,,2000,
"Wahyudi; Notodiputro, Khairil Anwar; Kurnia, Anang; Anisa, Rahma; ",A study of area clustering using factor analysis in small area estimation (An analysis of per capita expenditures of subdistricts level in regency and municipality of Bogor),AIP Conference Proceedings,1707,1,080017,2016,AIP Publishing
"Notodiputro, Khairil Anwar; Wigena, Aji Hamim; Fitriadi, Fitriadi; ",Pendekatan regresi komponen utama dan arima untuk statistical downscaling,Jurnal Sains MIPA Universitas Lampung,3,3,,2012,
"Fachriyah, Enny; Sumardjo, Damin; Kurnia, Any; ","Optimasi Waktu Destilasi Uap Dan Identifikasi Komponen Minyak Kulit Jeruk Siam (Citrus nobilis, l)",Jurnal Kimia Sains dan Aplikasi,5,1,,2002,Jurusan Kimia Fakultas MIPA
"Kurnia, Aang; ",PENGARUH KEBIJAKAN HARGA DAN PROMOSI TERHADAP VOLUME PENJUALAN SURAT KABAR RIAU POS DI PEKANBARU,Jurnal RAT Vol,2,2,,2013,
"Sastri, Ray; Notodiputro, Khairil Anwar; ",AUTOREGRESSIVE MOVING AVERAGE (ARMA) MODEL FOR DETECTING SPATIAL DEPENDENCE IN INDONESIAN INFANT MORTALITY DATA,Forum Statistika dan Komputasi,20,2,,2015,
"Satria, Irsyad; Kurnia, Anang; Nurhadryani, Yani; ",Influence of presidential candidates e-campaign towards voters in 2014 presidential election in Bogor City,"Advanced Computer Science and Information Systems (ICACSIS), 2014 International Conference on",,,90-95,2014,IEEE
"Lay, Bibiana W; NotodiPutro, Khairil; Soesilo, Tri Edhi Budhi; Wibawan, I; ",Kajian Peranan Lingkungan Sebagai Faktor Risiko Kejadian Luar Biasa (KLB) Penyakit Flu Burung pada Manusia (Studi Kasus Kontrol di Wilayah Propinsi Jawa Barat),,,,,2009,IPB (Bogor Agricultural University)
"Handayani, Dian; Notodiputro, Khairil Anwar; Sadik, Kusman; Kurnia, Anang; ",A comparative study of approximation methods for maximum likelihood estimation in generalized linear mixed models (GLMM),AIP Conference Proceedings,1827,1,020033,2017,AIP Publishing
"Wanishsakpong, Wandee; Notodiputro, Khairil Anwar; ",Locally weighted scatter‐plot smoothing for analysing temperature changes and patterns in Australia,Meteorological Applications,,,,2017,Wiley Online Library
"Kurnia, Ayu; Ihwan, Andi; Wahyuni, Dwiria; ",Analisis Cadangan Karbon Tanah Gambut pada Lahan Yang Telah Direklamasi,PRISMA FISIKA,3,1,,2015,
"Sadik, Kusman; Noviyanita, WP; ",Pendeteksian Pencilan Aditif Dan Inovatif Dalam Data Deret Waktu Melalui Metode Iteratif,,,,,2008,IPB (Bogor Agricultural University)
"Sastri, Ray; Notodiputro, Khairil Anwar; ",AUTOLOGISTICS MODELS FOR MODELLING AND MAPPING INFANT MORTALITY IN INDONESIA,"Proceeding of International Conference On Research, Implementation And Education Of Mathematics And Sciences 2015 (ICRIEMS 2015), Yogyakarta State University, 17-19 May 2015",,,,2015,Faculty of Mathematics and Sciences Yogyakarta State University
"Saefuddin, Asep; Notodiputro, Khairil Anwar; Alamudi, Aam; Sadik, Kusman; ",Statistika Dasar,"Grasindo, Jakarta, Indonesia",,,,2009,
"Kurnia, Agus; Muskita, Wellem H; ","Tampilan warna ikan maanvis, Pterophyllum scalare Schultze 1823, yang diberi pakan tepung udang dan tepung wortel [Color performance of angel fish, Pterophyllum scalare Schultze 1823 that fed shrimp meal and carrot meal]",Jurnal Iktiologi Indonesia,13,2,187-195,2017,
"Zainuddin, Hazan Azhari; Notodiputro, Khairil Anwar; Sadik, Kusman; ",A SIMULATION STUDY OF LOGARITHMIC TRANSFORMATION MODEL IN SPATIAL E MPIRICAL BEST LINEAR UNBIASED PREDICTION (SEBLUP) METHOD OF SMALL AREA ESTIMATION,Forum Statistika dan Komputasi,20,2,,2015,
"Notodiputro, Khairil A; Kurnia, Anang; ",Small Area Statistic in Indonesia,,,,,2010,IPB (Bogor Agricultural University)
"KURNIA, AANG; ",PENGARUH NILAI TUKAR RUPIAH DAN SUKU BUNGA TERHADAP INDEKS HARGA SAHAM GABUNGAN DI BURSA EFEK JAKARTA,,,,,2007,University of Muhammadiyah Malang
"Saefuddin, Asep; Kurnia, Anang; ",SENSITIFITAS MODEL GARCH UNTUK MENGATASI HETEROKEDASTIK PADA DATA DERET WAKTU,FORUM STATISTIKA DAN KOMPUTASI,10,2,,2005,
"Kurnia, Anang; ",Pengaruh Mixed Distribution Pada Pendekatan Quasi-Likelihood dalam Model Linear,,,,,2007,"Seminar Nasional Statistika, Universitas Islam Bandung"
"Girinoto; Sadik, Kusman; Indahwati; ",Robust small area estimation of poverty indicators using M-quantile approach (Case study: Sub-district level in Bogor district),AIP Conference Proceedings,1827,1,020032,2017,AIP Publishing
"Klinjun, Nuntaporn; Lim, Apiradee; Wanishsakpong, Wandee; Notodiputro, Khairil Anwar; ",On Modeling Transport Accident Deaths in Thailand based on Poisson distributions,,,,,,
"Kurnia, Agus; ",Pengaruh Pakan Dengan Kadar Protein dan Rasio Energi Protein Yang Berbeda Terhadap Efisiensi Pakan dan Pertumbuhan Benih Ikan Baung (Mystus nemurus CV),,,,,2002,
"Handayani, Dian; Kurnia, Anang; ",PENDEKATAN MARGINAL PADA ANALISIS DATA SURVIVAL “BERKORELASI”,STATISTIKA: Journal of Theoretical Statistics and Its Applications,3,1,56-60,2014,
"Rumiati, A Tuti; Notodiputro, Khairil Anwar; Sadik, Kusman; Mangku, I Wayan; ",Empirical Bayesian Method for the Estimation of Literacy Rate at Sub-district Level Case Study: Sumenep District of East Java Province,IPTEK The Journal for Technology and Science,23,1,,2012,
"Sadik, Kusman; ",Analisis Peubah Ganda (Multivariate Analysis) Untuk Status Gizi Mahasiswa Baru IPB 2003/2004 Berdasarkan Sosioekonomi dan Wilayah,,,,,2003,IPB (Bogor Agricultural University)
"Kurnia, Agus; Satoh, Shuichi; Hanzawa, Satoshi; ",Effect of Paracoccus sp. and their genetically modified on skin coloration of red sea bream,HAYATI Journal of Biosciences,17,2,79-84,2010,Elsevier
"Muchlisoh, Siti; Kurnia, Anang; Notodiputro, Khairil Anwar; Mangku, I Wayan; ",Estimation of unemployment rates using small area estimation model by combining time series and cross-sectional data,AIP Conference Proceedings,1707,1,080013,2016,AIP Publishing
"Anggreyani, Arie; Indahwati; Kurnia, Anang; ","Small area estimation for estimating the number of infant mortality in West Java, Indonesia",AIP Conference Proceedings,1707,1,080002,2016,AIP Publishing
"Kurnia, AW; ",Pengaruh Perawatan Air Laut dan Air Rob Pada Beton Muda Berbahan Tambah Berbasis Gula Umur 14 Hari,,,,,2011,Prodi Teknik Sipil UNIKA Soegijapranata
